ocorrencia,task,info
2023-11-23T17:38:12.932+0000,processor.py:153,Started process (PID=45) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:38:12.934+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:38:12.935+0000,logging_mixin.py:137,[2023-11-23T17:38:12.935+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:38:13.040+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:38:13.198+0000,logging_mixin.py:137,[2023-11-23T17:38:13.197+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:38:13.237+0000,logging_mixin.py:137,"[2023-11-23T17:38:13.236+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:38:13.305+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.380 seconds
2023-11-23T17:38:44.306+0000,processor.py:153,Started process (PID=66) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:38:44.307+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:38:44.308+0000,logging_mixin.py:137,[2023-11-23T17:38:44.308+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:38:44.329+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:38:44.358+0000,logging_mixin.py:137,[2023-11-23T17:38:44.358+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:38:44.421+0000,logging_mixin.py:137,"[2023-11-23T17:38:44.420+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:38:44.464+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.163 seconds
2023-11-23T17:39:14.595+0000,processor.py:153,Started process (PID=91) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:39:14.596+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:39:14.596+0000,logging_mixin.py:137,[2023-11-23T17:39:14.596+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:39:14.613+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:39:14.646+0000,logging_mixin.py:137,[2023-11-23T17:39:14.646+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:39:14.675+0000,logging_mixin.py:137,"[2023-11-23T17:39:14.675+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:39:14.693+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.103 seconds
2023-11-23T17:39:44.734+0000,processor.py:153,Started process (PID=117) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:39:44.735+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:39:44.736+0000,logging_mixin.py:137,[2023-11-23T17:39:44.736+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:39:44.749+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:39:44.770+0000,logging_mixin.py:137,[2023-11-23T17:39:44.770+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:39:44.795+0000,logging_mixin.py:137,"[2023-11-23T17:39:44.794+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:39:44.815+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.083 seconds
2023-11-23T17:40:14.992+0000,processor.py:153,Started process (PID=151) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:40:15.000+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:40:15.001+0000,logging_mixin.py:137,[2023-11-23T17:40:15.001+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:40:15.080+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:40:15.193+0000,logging_mixin.py:137,[2023-11-23T17:40:15.192+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:40:15.337+0000,logging_mixin.py:137,"[2023-11-23T17:40:15.337+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:40:15.440+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.470 seconds
2023-11-23T17:40:45.584+0000,processor.py:153,Started process (PID=179) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:40:45.585+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:40:45.585+0000,logging_mixin.py:137,[2023-11-23T17:40:45.585+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:40:45.598+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:40:45.633+0000,logging_mixin.py:137,[2023-11-23T17:40:45.633+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:40:45.674+0000,logging_mixin.py:137,"[2023-11-23T17:40:45.673+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:40:45.698+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.117 seconds
2023-11-23T17:40:48.603+0000,processor.py:153,Started process (PID=180) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:40:48.605+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:40:48.606+0000,logging_mixin.py:137,[2023-11-23T17:40:48.606+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:40:48.636+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:40:48.693+0000,logging_mixin.py:137,[2023-11-23T17:40:48.692+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:40:48.755+0000,logging_mixin.py:137,"[2023-11-23T17:40:48.754+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:40:48.799+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.201 seconds
2023-11-23T17:41:19.179+0000,processor.py:153,Started process (PID=204) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:41:19.181+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:41:19.181+0000,logging_mixin.py:137,[2023-11-23T17:41:19.181+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:41:19.197+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:41:19.226+0000,logging_mixin.py:137,[2023-11-23T17:41:19.226+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:41:19.260+0000,logging_mixin.py:137,"[2023-11-23T17:41:19.260+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:41:19.286+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.109 seconds
2023-11-23T17:41:49.321+0000,processor.py:153,Started process (PID=230) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:41:49.322+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:41:49.323+0000,logging_mixin.py:137,[2023-11-23T17:41:49.323+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:41:49.337+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:41:49.359+0000,logging_mixin.py:137,[2023-11-23T17:41:49.359+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:41:49.384+0000,logging_mixin.py:137,"[2023-11-23T17:41:49.384+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:41:49.404+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.086 seconds
2023-11-23T17:42:19.589+0000,processor.py:153,Started process (PID=264) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:42:19.590+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:42:19.591+0000,logging_mixin.py:137,[2023-11-23T17:42:19.591+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:42:19.615+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:42:19.646+0000,logging_mixin.py:137,[2023-11-23T17:42:19.646+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:42:19.693+0000,logging_mixin.py:137,"[2023-11-23T17:42:19.693+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:42:19.735+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.149 seconds
2023-11-23T17:42:49.876+0000,processor.py:153,Started process (PID=293) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:42:49.876+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:42:49.877+0000,logging_mixin.py:137,[2023-11-23T17:42:49.877+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:42:49.890+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:42:49.913+0000,logging_mixin.py:137,[2023-11-23T17:42:49.912+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:42:49.938+0000,logging_mixin.py:137,"[2023-11-23T17:42:49.938+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:42:49.956+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.083 seconds
2023-11-23T17:43:20.084+0000,processor.py:153,Started process (PID=318) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:43:20.084+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:43:20.085+0000,logging_mixin.py:137,[2023-11-23T17:43:20.085+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:43:20.099+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:43:20.120+0000,logging_mixin.py:137,[2023-11-23T17:43:20.120+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:43:20.146+0000,logging_mixin.py:137,"[2023-11-23T17:43:20.146+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:43:20.164+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.083 seconds
2023-11-23T17:43:50.315+0000,processor.py:153,Started process (PID=343) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:43:50.317+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:43:50.319+0000,logging_mixin.py:137,[2023-11-23T17:43:50.318+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:43:50.340+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:43:50.372+0000,logging_mixin.py:137,[2023-11-23T17:43:50.372+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:43:50.431+0000,logging_mixin.py:137,"[2023-11-23T17:43:50.430+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:43:50.469+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.161 seconds
2023-11-23T17:44:20.645+0000,processor.py:153,Started process (PID=367) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:44:20.646+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:44:20.646+0000,logging_mixin.py:137,[2023-11-23T17:44:20.646+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:44:20.679+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:44:20.727+0000,logging_mixin.py:137,[2023-11-23T17:44:20.727+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:44:20.782+0000,logging_mixin.py:137,"[2023-11-23T17:44:20.782+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:44:20.821+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.182 seconds
2023-11-23T17:44:50.966+0000,processor.py:153,Started process (PID=392) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:44:50.967+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:44:50.968+0000,logging_mixin.py:137,[2023-11-23T17:44:50.968+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:44:50.990+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:44:51.028+0000,logging_mixin.py:137,[2023-11-23T17:44:51.027+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:44:51.061+0000,logging_mixin.py:137,"[2023-11-23T17:44:51.061+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:44:51.102+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.143 seconds
2023-11-23T17:45:21.233+0000,processor.py:153,Started process (PID=429) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:45:21.234+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:45:21.235+0000,logging_mixin.py:137,[2023-11-23T17:45:21.235+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:45:21.256+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:45:21.292+0000,logging_mixin.py:137,[2023-11-23T17:45:21.292+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:45:21.365+0000,logging_mixin.py:137,"[2023-11-23T17:45:21.365+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:45:21.424+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.194 seconds
2023-11-23T17:45:51.579+0000,processor.py:153,Started process (PID=454) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:45:51.580+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:45:51.581+0000,logging_mixin.py:137,[2023-11-23T17:45:51.581+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:45:51.598+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:45:51.620+0000,logging_mixin.py:137,[2023-11-23T17:45:51.620+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:45:51.646+0000,logging_mixin.py:137,"[2023-11-23T17:45:51.646+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:45:51.670+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.096 seconds
2023-11-23T17:46:21.752+0000,processor.py:153,Started process (PID=479) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:46:21.753+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:46:21.754+0000,logging_mixin.py:137,[2023-11-23T17:46:21.754+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:46:21.777+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:46:21.809+0000,logging_mixin.py:137,[2023-11-23T17:46:21.808+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:46:21.849+0000,logging_mixin.py:137,"[2023-11-23T17:46:21.849+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:46:21.896+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.148 seconds
2023-11-23T17:46:51.959+0000,processor.py:153,Started process (PID=505) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:46:51.960+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:46:51.961+0000,logging_mixin.py:137,[2023-11-23T17:46:51.961+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:46:51.982+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:46:52.018+0000,logging_mixin.py:137,[2023-11-23T17:46:52.017+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:46:52.101+0000,logging_mixin.py:137,"[2023-11-23T17:46:52.101+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:46:52.143+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 0.188 seconds
2023-11-23T17:47:24.247+0000,processor.py:153,Started process (PID=518) to work on /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:47:24.366+0000,processor.py:743,Processing file /opt/airflow/dags/__pycache__/get_dags_inventary.py for tasks to queue
2023-11-23T17:47:24.428+0000,logging_mixin.py:137,[2023-11-23T17:47:24.427+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:47:25.563+0000,processor.py:753,DAG(s) dict_keys(['extrair_logs_airflow']) retrieved from /opt/airflow/dags/__pycache__/get_dags_inventary.py
2023-11-23T17:47:25.790+0000,logging_mixin.py:137,[2023-11-23T17:47:25.790+0000] {dag.py:2690} INFO - Sync 1 DAGs
2023-11-23T17:47:25.986+0000,logging_mixin.py:137,"[2023-11-23T17:47:25.986+0000] {dag.py:3441} INFO - Setting next_dagrun for extrair_logs_airflow to None, run_after=None"
2023-11-23T17:47:26.193+0000,processor.py:175,Processing /opt/airflow/dags/__pycache__/get_dags_inventary.py took 2.305 seconds
